444.RN.DA.ACE-	444.Rn.だ.ace-
3-N9EE8ITIMNXE	3-ん 9 ええ 8 it い Mn Xe
3NCDCUU98UPMIT	3 ん Cd Cu う 98 up MIT
3NOF95PB58N0.0	3 ん of 95 Pb 58 ん 0.0
3NRS20EX597NE0	3 ん rs 20 ex 597 ね 0
!3N.YE7IAILMGU	! 3 ん.ye 7 い ail Mg う
3O35U3.5!U7LIT	3 お 35 う 3.5! う 7 lit
3O93LSA!U450U-	3 お 93 ls あ! う 450 う-
3OCS0925U0E-9U	3 お cs 0925 う 0 え-9 う
3OF03WE09U5.U2	3 of 03 we 09 う 5.う 2
.3OF3N556!IRN0	.3 of 3 ん 556! い Rn 0
3OGDDUNILZR49U	3 お Gd づ nil Zr 49 う
3OU0773E0FU5YU	3 おう 0773 え 0 ふ 5 ゆ
3SO4LS903E59U-	3 そ 4 ls 903 え 59 う-
3!SUCLO2057U9U	3! す Cl お 2057 う 9 う
3!TIO0MNINDNXE	3! ちお 0 Mn い Nd ん Xe
3U0U25.!COP09E	3 う 0 う 25.! cop 09 え
3U17ULS032N-U2	3 う 17 う ls 032 ん-う 2
3U!19OF03NOUT0	3 う! 19 of 03 ん out 0
3U2UA!8CS01U!-	3 う 2 うあ! 8 cs 01 う!-
!3U3U14E56-EX-	! 3 う 3 う 14 え 56-ex-
3U593!I1VET5U.	3 う 593! い 1 vet 5 う.
3U59!56OTUX4LE	3 う 59! 56 お tux 4 Le
3U5WUEX6544E0-	3 う 5 Wu ex 6544 え 0-
3U7KAZN8FIEMN-	3 う 7 か Zn 8 fie Mn-
!!-3U8E3U11CS-	!!-3 う 8 え 3 う 11 cs-
!3UACU5!7.-11U	! 3 う Ac う 5! 7.-11 う
3-UCS10U4!8A5-	3-う cs 10 う 4! 8 あ 5-
3UCUBYKW3DEN!U	3 う Cu by kW 3 den! う
3UCUKR53MIINUR	3 う Cu Kr 53 み in Ur
3UEON90LS28!9E	3 う eon 90 ls 28! 9 え
!3UEX541UWE30-	! 3 う ex 541 う we 30-
3UM5N9ZAIFJIN-	3 um 5 ん 9 ざ if じん-
3UN0IJFK!OZNIF	3 うん 0 い JFK! Oz ん if
3UR!9E0CU1-O05	3 Ur! 9 え 0 Cu 1-お 05
.3WEBCR4NU4INU	.3 web Cr 4 ぬ 4 in う
!3XE55UPTH859U	! 3 Xe 55 up Th 859 う
3YE5!26EX0UUU2	3 ye 5! 26 ex 0 ううう 2
3ZU!4-CS9U05A1	3 ず! 4-cs 9 う 05 あ 1
3ZU6CD4!O5U-05	3 ず 6 Cd 4! お 5 う-05
4006N9XE5BUT8E	4006 ん 9 Xe 5 but 8 え
400E4CA00I7UU.	400 え 4 Ca 00 い 7 うう.
.4!01URLO7U35E	.4! 01 Ur lo 7 う 35 え
40!7FE5FU5I932	40! 7 Fe 5 ふ 5 い 932
40A96-U05CSU2U	40 あ 96-う 05 cs う 2 う
40CRUNTY3ACDN-	40 Cr うん Ty 3 あ Cd ん-
40E01N1.ICUU7!	40 え 01 ん 1.い Cu う 7!
40LA0UU574SO9U	40 la 0 うう 574 そ 9 う
40LAULYLYIEMN4	40 la う Lyly い em ん 4
40O200U1E-CU9U	40 お 200 う 1 え-Cu 9 う
40O4-3A!03ULSU	40 お 4-3 あ! 03 う ls う
40O47CL!3ZU5SU	40 お 47 Cl! 3 ず 5 す
40POU3U9LE!01U	40 ぽう 3 う 9 Le! 01 う
40U3E66RNCL-!5	40 う 3 え 66 Rn Cl-! 5
40U86E9CSS75TU	40 う 86 え 9 CSS 75 つ
40UU0ZI18FU21U	40 うう 0 じ 18 ふ 21 う
!4-0ZNNCIABINU	! 4-0 Zn ん Ci あ bin う
41U09LE6!3SINU	41 う 09 Le 6! 3 sin う
41U2CUR3E58.9U	41 う 2 cur 3 え 58.9 う
!41U66UU!3CSE-	! 41 う 66 うう! 3 cs え-
41U98TE1LI05N.	41 う 98 て 1 Li 05 ん.
41U9LS5-83TU6E	41 う 9 ls 5-83 つ 6 え
421CL0U!2A0N..	421 Cl 0 う! 2 あ 0 ん..
423OF5I0ZU85U.	423 of 5 い 0 ず 85 う.
42O5!EXU6E3.U!	42 お 5! ex う 6 え 3.う!
!42OEX30E.0UU2	! 42 お ex 30 え.0 うう 2
42SU30EXU22ZN0	42 す 30 ex う 22 Zn 0
42U-1XEU8ON5!5	42 う-1 Xe う 8 on 5! 5
43CU9NUADTYTHN	43 Cu 9 ぬ ad Ty Th ん
43CU9NUCRITTHN	43 Cu 9 ぬ Cr it Th ん
4-3LS1TYE83U05	4-3 ls 1 Ty え 83 う 05
43O00SU16FU4N-	43 お 00 す 16 ふ 4 ん-
43!OFUOS!8N01U	43! of う Os! 8 ん 01 う
43SA8-50UIF8N0	43 さ 8-50 う if 8 ん 0
43SU38MS6LS!2U	43 す 38 ms 6 ls! 2 う
43UM2758O0ULSU	43 um 2758 お 0 う ls う
.445N8E0ULEW71	.445 ん 8 え 0 う Lew 71
44!AXUS5A8!US0	44! ax us 5 あ 8! us 0
44CLU94335E8N0	44 Cl う 94335 え 8 ん 0
!44UMFRKRADBSU	! 44 um Fr Kr あ dB す
454EUS8O6!U!XE	454 え us 8 お 6! う! Xe
4585OLSO4U3N-!	4585 お ls お 4 う 3 ん-!
458TY0XE5ON52U	458 Ty 0 Xe 5 on 52 う
459SE09XE6U2SU	459 せ 09 Xe 6 う 2 す
45E2CLTI4!40!5	45 え 2 Cl ち 4! 40! 5
45EX096U5O2MUU	45 ex 096 う 5 お 2 むう
.45FU1UWU0!18A	.45 ふ 1 う Wu 0! 18 あ
.45I56UOF84US0	.45 い 56 う of 84 us 0
45ITFE7UWUMDIT	45 it Fe 7 う Wu Md it
-45UUR0E58XE71	-45 う Ur 0 え 58 Xe 71
46!6USUCR1MU05	46! 6 us う Cr 1 む 05
466XE0MU2CUN!5	466 Xe 0 む 2 Cu ん! 5
4751NLEZU85I9U	4751 ん Le ず 85 い 9 う
47E95!3BE5FU7!	47 え 95! 3 べ 5 ふ 7!
47IF6ZNERNLINU	47 if 6 Zn え Rn Lin う
47TS0O85UU84LE	47 ts 0 お 85 うう 84 Le
!481U59LO5ESYU	! 481 う 59 lo 5 es ゆ
!48!25U55DI5IF	! 48! 25 う 55 ぢ 5 if
488!UH5N2EXE5-	488! uh 5 ん 2 ex え 5-
4.8NCIN4ADTSUR	4.8 ん Ci ん 4 ad ts Ur
-48U03!OX5BU5E	-48 う 03! ox 5 ぶ 5 え
48UHGMD8UFAYUR	48 う Hg Md 8 う Fay Ur
!49O5LOU3.!3ES	! 49 お 5 Lou 3.! 3 es
49U2N65IECS0.0	49 う 2 ん 65 いえ cs 0.0
49URNDZU4CIXEE	49 Ur Nd ず 4 Ci Xe え
4A3MUDCRANU9.-	4 あ 3 mud Cr an う 9.-
4AC4CIUNUMY8TU	4 Ac 4 Ci うぬ my 8 つ
4ALMILU!9NRNZA	4 Al mil う! 9 ん Rn ざ
4ANIF0NILLI9N.	4 an if 0 nil Li 9 ん.
4AU519!WULE8N0	4 Au 519! Wu Le 8 ん 0
4BYI9BE0FETUT-	4 by い 9 べ 0 Fe Tut-
4CDLASKU9DU8U-	4 Cd Las く 9 づ 8 う-
4CIDPU5RONN9NU	4 Cid ぷ 5 Ron ん 9 ぬ
.4CL7UMDDUU3YA	.4 Cl 7 う Md づう 3 や
4CLTIIMSA9N.N0	4 Cl ちい ms あ 9 ん.ん 0
!4CS3O-EU86U!5	! 4 cs 3 お-えう 86 う! 5
4CS5ZE92ZU802U	4 cs 5 ぜ 92 ず 802 う
4CU40N6A!1MS.0	4 Cu 40 ん 6 あ! 1 ms.0
!4CU53AU06TS8-	! 4 Cu 53 Au 06 ts 8-
4DIND0UOB.CU9U	4 ぢ Nd 0 う Ob.Cu 9 う
4DO9EU.4EKRNEX	4 ど 9 えう.4 え Kr ん ex
4DU3EXKU0ODDN-	4 づ 3 ex く 0 odd ん-
4DUIRNGU0CAW9U	4 づい Rn ぐ 0 caw 9 う
.4ECUMYA5CD9YU	.4 え Cu みゃ 5 Cd 9 ゆ
.4EIMICLTYE8N0	.4 えいみ Cl Ty え 8 ん 0
4EKSOFNLUZYOMY	4 え ks of ん Luz よ my
.4EN4UATAC9KYU	.4 えん 4 う at Ac 9 きゅ
4ENCD6NUTPD8YU	4 えん Cd 6 nut Pd 8 ゆ
4EXHIUMEMDN08-	4 ex ひ um え Md ん 08-
4FE681O0N!N2.U	4 Fe 681 お 0 ん! ん 2.う
!4FLITPDFAU0TY	! 4 flit Pd fa う 0 Ty
4FRET9KRDO4UEM	4 fret 9 Kr ど 4 う em
4GNU2INCARWU9U	4 gnu 2 in car Wu 9 う
!4GU7.AL6U875E	! 4 ぐ 7.Al 6 う 875 え
4GYMMI3LISN0XE	4 gym み 3 Li Sn 0 Xe
4HO51!U0U83FU-	4 ほ 51! う 0 う 83 ふ-
4HZ0DBU8ELKMN-	4 Hz 0 dB う 8 elk Mn-
4I0MYLOGENIL9U	4 い 0 my loge nil 9 う
4I2!1CU5SUU6.0	4 い 2! 1 Cu 5 すう 6.0
4I21HUCU!5N0.0	4 い 21 ふ Cu! 5 ん 0.0
4I30EXUE8E!2.0	4 い 30 ex うえ 8 え! 2.0
-!4I7KUOANNNLE	-! 4 い 7 くお Ann ん Le
4ICUN!MGIVY0LE	4 い Cu ん! Mg ivy 0 Le
4IDCUR.A0RNN2U	4 id cur.あ 0 Rn ん 2 う
4IDZRNU39NCRSE	4 id Zr ぬ 39 ん Cr せ
.4II0EUN2IMNEX	.4 いい 0 えうん 2 い Mn ex
4IN6NALMIL!UUR	4 in 6 ん Al mil! う Ur
4INNNO0PD7NLE-	4 inn の 0 Pd 7 ん Le-
4JAJUG8FEY4UTY	4 じゃ jug 8 fey 4 う Ty
4KWCL9MDO3UGUU	4 kW Cl 9 Md お 3 うぐう
4LE28.!1!3UOSU	4 Le 28.! 1! 3 う Os う
4LI-NTYI03NCLE	4 Li-ん Ty い 03 ん Cl え
4LSO1UPS8!N2.U	4 ls お 1 ups 8! ん 2.う
!4MENN9EXI-EXA	! 4 men ん 9 ex い-ex あ
4MSMN7UVAL9NKE	4 ms Mn 7 う Val 9 んけ
4MYE1PTFAMD!U-	4 my え 1 Pt fa Md! う-
4N1LINWINNBUT0	4 ん 1 Lin win ん but 0
4!N305N9EAOX5-	4! ん 305 ん 9 えあ ox 5-
4N5WEEIND0LYLY	4 ん 5 wee い Nd 0 Lyly
!4N65CU!5HOG8-	! 4 ん 65 Cu! 5 hog 8-
4!N8E2.55OX2SU	4! ん 8 え 2.55 ox 2 す
4ND2UA8CUDUWM.	4 Nd 2 うあ 8 cud う Wm.
4ND3FAU00O70.0	4 Nd 3 fa う 00 お 70.0
4NDU7-JANCRU2U	4 Nd う 7-Jan Cr う 2 う
4!NEXHIINUED0-	4! ん ex ひ in う Ed 0-
4NHGCU29CDZUTY	4 ん Hg Cu 29 Cd ず Ty
4NIGYMCIN6ZE5-	4 に gym Ci ん 6 ぜ 5-
!4N.MGLIUNOHI2	! 4 ん.Mg Li う Noh い 2
4N.MSNILI3N7SB	4 ん.ms nil い 3 ん 7 Sb
!4NO50LO5LI00-	! 4 の 50 lo 5 Li 00-
4NOXN!E19E25.0	4 ん ox ん! え 19 え 25.0
4!NPB2EWUFUMIT	4! ん Pb 2 え Wu ふ MIT
4NSHCDKUUKS29U	4 ん sh Cd くう ks 29 う
4ONUT6CD4KUNYE	4 お nut 6 Cd 4 くん ye
4OS!0A348!ULSU	4 Os! 0 あ 348! う ls う
4OZ4CUN00!RS51	4 Oz 4 Cu ん 00! rs 51
4RA3NN9CRE-UKS	4 ら 3 んん 9 Cr え-う ks
4RI7JU!MNNLALS	4 り 7 じゅ! Mn ん la ls
4RN8!CAOKUGDU-	4 Rn 8! Ca OK う Gd う-
4RNNNIPLE7-N6E	4 Rn ん nip Le 7-ん 6 え
4RNSNNIFWAOZU-	4 Rn Sn ん if わ Oz う-
4RO5GD0070N0XE	4 ろ 5 Gd 0070 ん 0 Xe
4RS!058AXNE2N0	4 rs! 058 ax ね 2 ん 0
4RS4RDSANN9NXE	4 rs 4 RDS Ann 9 ん Xe
4RUMNOBCD6U.N4	4 rum ん Ob Cd 6 う.ん 4
4SA!4US0!30AXU	4 さ! 4 us 0! 30 ax う
4SLYWMNA4INNE0	4 sly Wm な 4 inn え 0
.4SNMIL6MIAG9U	.4 Sn mil 6 み Ag 9 う
4TAUEX87U20U05	4 たう ex 87 う 20 う 05
4TBNKRCSO43NN.	4 Tb ん Kr cs お 43 んん.
4TE6U74CSU56.0	4 て 6 う 74 cs う 56.0
4TUX3U196MS50E	4 tux 3 う 196 ms 50 え
4U01!ND1U55OX-	4 う 01! Nd 1 う 55 ox-
4U0NDNKR1CR.OF	4 う 0 Nd ん Kr 1 Cr.of
4U0O90585TBEXU	4 う 0 お 90585 Tb ex う
4U1!008FUAX2SU	4 う 1! 008 ふ ax 2 す
.4U1N5064ILL2U	.4 う 1 ん 5064 ill 2 う
4U1UCS37!UH05-	4 う 1 う cs 37! uh 05-
4U260U7FLUSU81	4 う 260 う 7 flu す 81
4U3275SN6EX5U-	4 う 3275 Sn 6 ex 5 う-
4U5AX23U0!5-EX	4 う 5 ax 23 う 0! 5-ex
4U5CD!N55HZ68-	4 う 5 Cd! ん 55 Hz 68-
4U5OXN03TA53!-	4 う 5 ox ん 03 た 53!-
4U64UP0O5.CL!5	4 う 64 up 0 お 5.Cl! 5
4U7CLDUU6DINUR	4 う 7 Cl づう 6 din Ur
4U7ES63704ULSU	4 う 7 es 63704 う ls う
4U!-81U!CAE6N0	4 う!-81 う! Ca え 6 ん 0
4U9A051N67FLU.	4 う 9 あ 051 ん 67 flu.
4U9IDNHUUICU2U	4 う 9 id んふうい Cu 2 う
4UAS57ULS!639U	4 う as 57 う ls! 639 う
4UBIG!CUKRU8ON	4 う big! Cu Kr う 8 on
4UE4EILKMNHZ8-	4 うえ 4 え ilk Mn Hz 8-
4!UE58U59AOX5-	4! うえ 58 う 59 あ ox 5-
4UH9N8OBMELMN-	4 uh 9 ん 8 Ob Mel Mn-
4ULO5!1.!82CSU	4 う lo 5! 1.! 82 cs う
4UN03CRO55O0!-	4 うん 03 Cr お 55 お 0!-
4UU5!6EX!17CSU	4 うう 5! 6 ex! 17 cs う
4UU7INKS3ECDYU	4 うう 7 inks 3 え Cd ゆ
4WU22N1030ULSU	4 Wu 22 ん 1030 う ls う
4WU506OFU8CU!5	4 Wu 506 of う 8 Cu! 5
!4YA9CUUDUHGYE	! 4 や 9 Cu うづ Hg ye
4YE9GENCUPI3YU	4 ye 9 げん cup い 3 ゆ
4ZR03US2ALU905	4 Zr 03 us 2 Al う 905
4ZR4NE9ACGUYKS	4 Zr 4 ね 9 Ac guy ks
-4ZRNPEKRLSOSU	-4 Zr Np え Kr ls Os う
4ZU9A710!5CUSU	4 ず 9 あ 710! 5 Cu す
500ZU9CS32UI2U	500 ず 9 cs 32 うい 2 う
502OH4US8FU09U	502 oh 4 us 8 ふ 09 う
50592U1NLSRO9U	50592 う 1 ん ls ろ 9 う
505O03MUCU4O9-	505 お 03 む Cu 4 お 9-
505UMY0A6LI05-	505 う my 0 あ 6 Li 05-
5064EWO0FU3U9U	5064 えを 0 ふ 3 う 9 う
50AL!0O5!RIZN0	50 Al! 0 お 5! り Zn 0
50AMO99N!53EXU	50 am お 99 ん! 53 ex う
50N8U2CL.!ZI91	50 ん 8 う 2 Cl.! じ 91
50O4FU01.A4U8-	50 お 4 ふ 01.あ 4 う 8-
!50XE3!AUUR62U	! 50 Xe 3! Au Ur 62 う
5185OFA9U0U!YU	5185 of あ 9 う 0 う! ゆ
518NLOBN0YU4!5	518 ん lob ん 0 ゆ 4! 5
51EX5U3ZI24.!U	51 ex 5 う 3 じ 24.! う
51MN8EN92OXU!5	51 Mn 8 えん 92 ox う! 5
51N49-1NEX8E5-	51 ん 49-1 ん ex 8 え 5-
.51O4-4CS0N02U	.51 お 4-4 cs 0 ん 02 う
51U20OFI.03U9U	51 う 20 of い.03 う 9 う
!.51U27U3COTN0	!.51 う 27 う 3 cot ん 0
51!U56AX9GU7TU	51! う 56 ax 9 ぐ 7 つ
51U!5!U32OXNKS	51 う! 5! う 32 ox ん ks
51U709UE9AL3N-	51 う 709 うえ 9 Al 3 ん-
51U95A790RULSU	51 う 95 あ 790 る ls う
!51ZI6!5E-EXN0	! 51 じ 6! 5 え-ex ん 0
!51ZI6N0PULL!5	! 51 じ 6 ん 0 pull! 5
521U5RN87EXU5-	521 う 5 Rn 87 ex う 5-
52-5!8CS0U4AXU	52-5! 8 cs 0 う 4 ax う
52CU09MU1O2U.0	52 Cu 09 む 1 お 2 う.0
5!31RI5U80XETU	5! 31 り 5 う 80 Xe つ
531UN2O6FU90U-	531 うん 2 お 6 ふ 90 う-
5320U9EN2EX6N-	5320 う 9 えん 2 ex 6 ん-
535U!O8NP2!EXU	535 う! お 8 Np 2! ex う
538E!28NOZFRN0	538 え! 28 ん Oz Fr ん 0
538O!70U1FUKSU	538 お! 70 う 1 ふ ks う
53!9U00A8CDZE-	53! 9 う 00 あ 8 Cd ぜ-
53I45U0UPLS38-	53 い 45 う 0 up ls 38-
53KU58!LOA0N4-	53 く 58! lo あ 0 ん 4-
53-!U3UCS0A19-	53-! う 3 う cs 0 あ 19-
53U530!ILOUP9U	53 う 530! い lo up 9 う
53U7XEES857U4-	53 う 7 Xe es 857 う 4-
53XE0I5.23N9E-	53 Xe 0 い 5.23 ん 9 え-
54AKR4KRNUSNXE	54 あ Kr 4 Kr ぬ Sn Xe
54FLO3!5UO8U8-	54 Flo 3! 5 うお 8 う 8-
54O0EXU43E1!.-	54 お 0 ex う 43 え 1!.-
5-4OCU208N1U5-	5-4 お Cu 208 ん 1 う 5-
54ONDCUNI9URKS	54 お Nd Cu に 9 Ur ks
54UOX!750CLU2U	54 う ox! 750 Cl う 2 う
!5508EFR5OX3YU	! 5508 え Fr 5 ox 3 ゆ
5-5!0LS6IEH09U	5-5! 0 ls 6 い eh 09 う
.5-5!CS8N04I3A	.5-5! cs 8 ん 04 い 3 あ
55IULS4N664N3-	55 いう ls 4 ん 664 ん 3-
55N15!O99PUEXU	55 ん 15! お 99 ぷ ex う
55N6ALS299N2.U	55 ん 6 あ ls 299 ん 2.う
55O25CL.4U6U9-	55 お 25 Cl.4 う 6 う 9-
!56-1U9N8CREE0	! 56-1 う 9 ん 8 Cree 0
565DU!U!AX5O9U	565 づ! う! ax 5 お 9 う
!566!E1ILSZN!U	! 566! え 1 い ls Zn! う
56NCR7.5N53IT0	56 ん Cr 7.5 ん 53 it 0
56NFAN19U78U5-	56 ん fan 19 う 78 う 5-
56UUS19N472LSU	56 う us 19 ん 472 ls う
56WE95UU8FU62U	56 we 95 うう 8 ふ 62 う
56XE5TU4ZA409U	56 Xe 5 つ 4 ざ 409 う
573NCU8E00TA9-	573 ん Cu 8 え 00 た 9-
576UUHFRU36U!5	576 う uh Fr う 36 う! 5
579ELE36SU8N4-	579 え Le 36 す 8 ん 4-
5.7ALL3U045I9U	5.7 all 3 う 045 い 9 う
57NAS8U!874ULE	57 ん as 8 う! 874 う Le
57U8NRS85OF35-	57 う 8 ん rs 85 of 35-
583XE2U5EWU59-	583 Xe 2 う 5 え Wu 59-
587GOU5I80FRN0	587 ごう 5 い 80 Fr ん 0
587LS4AN6N54U-	587 ls 4 an 6 ん 54 う-
588!0O4LOFU3TU	588! 0 お 4 lo ふ 3 つ
58I5URSCS2009U	58 い 5 う rs cs 2009 う
58MSE008CUI29U	58 ms え 008 Cu い 29 う
5.8N1LERO59!9E	5.8 ん 1 Le ろ 59! 9 え
58N49KUU7CSN81	58 ん 49 くう 7 cs ん 81
58NN713LS2N7TU	58 んん 713 ls 2 ん 7 つ
58O9!5TUX23NES	58 お 9! 5 tux 23 ん es
58ZE83-2U7N4LE	58 ぜ 83-2 う 7 ん 4 Le
-590U1UU7CL21U	-590 う 1 うう 7 Cl 21 う
592LON05N9E1YU	592 Lon 05 ん 9 え 1 ゆ
593TSCS5N2O9.0	593 ts cs 5 ん 2 お 9.0
5!93UROT3U60LE	5! 93 う rot 3 う 60 Le
5995O-LA1N5N9U	5995 お-la 1 ん 5 ん 9 う
59FU09ON5O28SU	59 ふ 09 on 5 お 28 す
5A199EXFU8ZN!5	5 あ 199 ex ふ 8 Zn! 5
.5A48LO!1U!3TU	.5 あ 48 lo! 1 う! 3 つ
5A84EX!35ZR5U-	5 あ 84 ex! 35 Zr 5 う-
5AC0E48-US79N0	5 Ac 0 え 48-us 79 ん 0
5ADMYLIHUM8N!U	5 ad my Li hum 8 ん! う
5ALS7IT500N7.0	5 あ ls 7 it 500 ん 7.0
!5AY68UFE082NU	! 5 ay 68 う Fe 082 ぬ
5CD.DAROTN9N9U	5 Cd.だ rot ん 9 ん 9 う
5CLIMNIU07CRN-	5 Cl い Mn いう 07 Cr ん-
!5CLOIF!3U38.0	! 5 Cl お if! 3 う 38.0
5COX-!64U55U9E	5 cox-! 64 う 55 う 9 え
5!CR30!1EXU6TU	5! Cr 30! 1 ex う 6 つ
5CSYUZR703E3!5	5 cs ゆ Zr 703 え 3! 5
5CU490PU0!OS8E	5 Cu 490 ぷ 0! Os 8 え
5DU90!O33LS1U-	5 づ 90! お 33 ls 1 う-
5E18CL3IU!90U-	5 え 18 Cl 3 いう! 90 う-
5E367FU9SU6.2U	5 え 367 ふ 9 す 6.2 う
5E59MG5OX684N-	5 え 59 Mg 5 ox 684 ん-
5E61REX9!!N1NU	5 え 61 Rex 9!! ん 1 ぬ
.!5E8KSNBILKYE	.! 5 え 8 ks ん bilk ye
5E9TA!FRTYFAMY	5 え 9 た! Fr Ty fa my
5ENING7WM0ICYU	5 えん ING 7 Wm 0 icy う
!5EX3.I5N159YE	! 5 ex 3.い 5 ん 159 ye
5FR1901UUP3ZN0	5 Fr 1901 う up 3 Zn 0
!5FR740TS70URA	! 5 Fr 740 ts 70 Ur あ
5FR803O6SN59TU	5 Fr 803 お 6 Sn 59 つ
5FRID4-E0TYEIT	5 Fr id 4-え 0 Ty え it
.5FROX135!U2N0	.5 Fr ox 135! う 2 ん 0
5FU9PTFIBN4WE-	5 ふ 9 Pt fib ん 4 we-
5HIDUMMNO9!NEX	5 hid um Mn お 9! ん ex
5I04UJIMLIUNKS	5 い 04 う Jim Li うん ks
!5I0NI.NCAKRE-	! 5 い 0 に.ん Ca Kr え-
5I-9NE9WAMGNXE	5 い-9 ね 9 わ Mg ん Xe
5IMYNDSN8-NAL2	5 い my Nd Sn 8-ん Al 2
5IN7MNUCD0I-XE	5 in 7 Mn う Cd 0 い-Xe
5KAITPT4N!FRE-	5 か it Pt 4 ん! Fr え-
5!KOXE3!65E9NU	5! こ Xe 3! 65 え 9 ぬ
5KSU9NDAYCUCR!	5 ks う 9 Nd ay Cu Cr!
5KW0UM3MIINGXE	5 kW 0 um 3 み ING Xe
5KWINP9FENN.6E	5 kW い Np 9 fen ん.6 え
5LI0U76N!65SE-	5 Li 0 う 76 ん! 65 せ-
5LIKYUIF8KSNE0	5 Li きゅ if 8 ks ね 0
-5LOE00N9!0-1A	-5 lo え 00 ん 9! 0-1 あ
5LS0PUNN7N7981	5 ls 0 pun ん 7 ん 7981
5MI8DIMYN5LA.U	5 み 8 ぢ my ん 5 la.う
5MYFSFKROZUOXU	5 my FSF Kr Oz う ox う
5N37!1CUOS7!UU	5 ん 37! 1 Cu Os 7! うう
5N44MS8EAX085-	5 ん 44 ms 8 え ax 085-
5N76!OE5LSN70-	5 ん 76! おえ 5 ls ん 70-
5NBILK-PHN5N9U	5 ん bilk-pH ん 5 ん 9 う
5NCL-IS9N2INYE	5 ん Cl-is 9 ん 2 in ye
5NDGD9CRHZ2UYU	5 Nd Gd 9 Cr Hz 2 うゆ
5NDLI80KUITTHN	5 Nd Li 80 く it Th ん
5NJFK051U9O30-	5 ん JFK 051 う 9 お 30-
5NN0NTHUIOK9IF	5 んん 0 nth うい OK 9 if
5NNAXA2MN9N-IT	5 んん ax あ 2 Mn 9 ん-it
5!NO3ZA4!98ULE	5! の 3 ざ 4! 98 う Le
5O04SU73CRN05-	5 お 04 す 73 Cr ん 05-
5O3IF-45U68NN0	5 お 3 if-45 う 68 んん 0
5O49XE0E25..U2	5 お 49 Xe 0 え 25..う 2
5!O85.LSI4U32U	5! お 85.ls い 4 う 32 う
5O93SULA3!!9SU	5 お 93 す la 3!! 9 す
5!O9NN620CRGS0	5! お 9 んん 620 Cr gs 0
!5O9U!CUAS538-	! 5 お 9 う! Cu as 538-
5OAYU069FUU3!5	5 お ay う 069 ふう 3! 5
5ORLS7U5!382NU	5 or ls 7 う 5! 382 ぬ
5OS4U!CS374ZN0	5 Os 4 う! cs 374 Zn 0
5OU10LS29N84TU	5 おう 10 ls 29 ん 84 つ
!5PA3CU0ZU33!-	! 5 ぱ 3 Cu 0 ず 33!-
5PELO8U44U57.0	5 ぺ lo 8 う 44 う 57.0
5PTCL4U3-6U805	5 Pt Cl 4 う 3-6 う 805
!5RULA2-88N58E	! 5 る la 2-88 ん 58 え
5SBIFTBUM9IU4-	5 Sb if Tb um 9 いう 4-
5SH1NNEX34!U7!	5 sh 1 んん ex 34! う 7!
5SH94E81FU-8N0	5 sh 94 え 81 ふ-8 ん 0
5TS9!UE7O!FR91	5 ts 9! うえ 7 お! Fr 91
5U026N337UOFU-	5 う 026 ん 337 う of う-
5!U203O.4E7UXE	5! う 203 お.4 え 7 う Xe
.5U2E2.16!4EXU	.5 う 2 え 2.16! 4 ex う
5U342-0N6!OCSU	5 う 342-0 ん 6! お cs う
5U!456RS09EAXU	5 う! 456 rs 09 え ax う
5U55.91O4XE9E-	5 う 55.91 お 4 Xe 9 え-
5U5O298SNCS95-	5 う 5 お 298 Sn cs 95-
5U6OWU!UO5!CD.	5 う 6 ow う! うお 5! Cd.
5U9LS0MA4408ON	5 う 9 ls 0 ま 4408 on
5UCD9FUCKO7NYU	5 う Cd 9 fuck お 7 にゅ
5UCU4!HOW4U005	5 う Cu 4! how 4 う 005
5UU4AL60ZR529U	5 うう 4 Al 60 Zr 529 う
5WU95UCU56A95-	5 Wu 95 う Cu 56 あ 95-
5XE60!O95GDRN0	5 Xe 60! お 95 Gd Rn 0
!5YU!1U.58CS2A	! 5 ゆ! 1 う.58 cs 2 あ
5YU3ILL7MDMNXE	5 ゆ 3 ill 7 Md Mn Xe
5YU84WUCDGDTHN	5 ゆ 84 Wu Cd Gd Th ん
5.ZI4NMD7ALNYE	5.じ 4 ん Md 7 Al ん ye
5ZN3U912NLA95-	5 Zn 3 う 912 ん la 95-
5ZNE5!XE56I6!-	5 Zn え 5! Xe 56 い 6!-
602SU3N52LS4YU	602 す 3 ん 52 ls 4 ゆ
6034LEZR4U0SU2	6034 Le Zr 4 う 0 す 2
60!5MU7-A0XEE0	60! 5 む 7-あ 0 Xe え 0
605TECR4O80U!U	605 て Cr 4 お 80 う! う
606FR6GS2UU59U	606 Fr 6 gs 2 うう 59 う
60RN20O544ULSU	60 Rn 20 お 544 う ls う
!60UE7LE1LS!8-	! 60 うえ 7 Le 1 ls! 8-
61UR0!4OF8U.5E	61 Ur 0! 4 of 8 う.5 え
62NNCID4URUKSU	62 んん Cid 4 Ur う ks う
637LS3TU4N51U-	637 ls 3 つ 4 ん 51 う-
63EMN14U3LS90-	63 em ん 14 う 3 ls 90-
63LS9!41USSN2U	63 ls 9! 41 us Sn 2 う
63U0NCOX!5!4EM	63 う 0 ん cox! 5! 4 em
645XE3EU0!TO9U	645 Xe 3 えう 0! と 9 う
64EAX05U54TU8-	64 え ax 05 う 54 つ 8-
!..64U10FEU4O1	!..64 う 10 Fe う 4 お 1
6.532FA2ZN0N9U	6.532 fa 2 Zn 0 ん 9 う
